membership,partition,partition_position,row_id,true_label,binary_group,family_group
0,target_validation,11524,96197,0,Normal,Normal
0,target_validation,8459,52678,1,Attack,DoS
0,target_validation,3054,45795,1,Attack,Probe
1,target_train,11851,63277,1,Attack,DoS
1,target_train,17398,92679,0,Normal,Normal
1,target_train,82851,13101,0,Normal,Normal
1,target_train,19033,26912,1,Attack,DoS
1,target_train,51030,98944,1,Attack,DoS
1,target_train,85311,106343,0,Normal,Normal
0,target_validation,6372,91923,1,Attack,DoS
1,target_train,11698,69181,0,Normal,Normal
1,target_train,73408,90543,1,Attack,DoS
1,target_train,12651,66031,1,Attack,DoS
0,target_validation,3952,11507,0,Normal,Normal
0,target_validation,8073,96873,1,Attack,DoS
0,target_validation,536,85364,1,Attack,DoS
1,target_train,35658,34155,0,Normal,Normal
0,target_validation,3720,52525,0,Normal,Normal
1,target_train,47852,82838,1,Attack,DoS
1,target_train,39913,56932,0,Normal,Normal
0,target_validation,9469,40022,0,Normal,Normal
1,target_train,24402,60411,1,Attack,DoS
0,target_validation,11922,108048,0,Normal,Normal
1,target_train,68582,22438,1,Attack,DoS
1,target_train,32650,36072,0,Normal,Normal
1,target_train,50682,56257,0,Normal,Normal
0,target_validation,8035,39161,1,Attack,Probe
1,target_train,37751,109432,0,Normal,Normal
0,target_validation,11030,35436,0,Normal,Normal
1,target_train,63788,9198,0,Normal,Normal
0,target_validation,1305,4929,0,Normal,Normal
1,target_train,58658,51313,0,Normal,Normal
0,target_validation,8003,124365,1,Attack,DoS
0,target_validation,10043,93226,1,Attack,Probe
0,target_validation,1130,6574,1,Attack,DoS
1,target_train,26063,117607,0,Normal,Normal
1,target_train,16231,50644,0,Normal,Normal
0,target_validation,8127,120323,0,Normal,Normal
0,target_validation,11842,13683,0,Normal,Normal
0,target_validation,2992,37697,1,Attack,DoS
0,target_validation,10771,121056,1,Attack,DoS
1,target_train,45091,19131,1,Attack,Probe
1,target_train,38986,18591,1,Attack,Probe
0,target_validation,4698,18405,0,Normal,Normal
1,target_train,33680,13944,0,Normal,Normal
0,target_validation,3562,5071,0,Normal,Normal
0,target_validation,2626,106925,0,Normal,Normal
1,target_train,38205,10934,1,Attack,DoS
0,target_validation,2196,25741,0,Normal,Normal
1,target_train,46671,33262,0,Normal,Normal
1,target_train,85206,108679,0,Normal,Normal
1,target_train,67315,93147,1,Attack,DoS
0,target_validation,9180,8528,0,Normal,Normal
1,target_train,81198,120521,1,Attack,Probe
0,target_validation,5780,125778,1,Attack,DoS
0,target_validation,9218,53862,1,Attack,Probe
1,target_train,10487,92816,1,Attack,DoS
0,target_validation,6994,22568,0,Normal,Normal
1,target_train,74154,119102,1,Attack,DoS
0,target_validation,226,1564,0,Normal,Normal
0,target_validation,959,119887,1,Attack,DoS
0,target_validation,12448,81359,1,Attack,DoS
0,target_validation,10834,66191,0,Normal,Normal
1,target_train,44968,8267,1,Attack,DoS
1,target_train,4076,23153,1,Attack,DoS
0,target_validation,10880,52436,0,Normal,Normal
0,target_validation,10903,93696,1,Attack,DoS
1,target_train,44086,20284,1,Attack,DoS
1,target_train,45661,106891,0,Normal,Normal
1,target_train,79872,53446,0,Normal,Normal
0,target_validation,2678,40188,1,Attack,DoS
1,target_train,3966,51304,1,Attack,DoS
1,target_train,21915,125230,1,Attack,DoS
1,target_train,84431,14784,0,Normal,Normal
1,target_train,15123,47840,1,Attack,DoS
0,target_validation,4457,17179,0,Normal,Normal
0,target_validation,212,118490,0,Normal,Normal
0,target_validation,12256,31361,1,Attack,DoS
1,target_train,73084,119920,0,Normal,Normal
1,target_train,13343,11456,0,Normal,Normal
0,target_validation,9614,108959,0,Normal,Normal
1,target_train,74852,63455,1,Attack,DoS
1,target_train,70964,100172,0,Normal,Normal
1,target_train,76076,106027,1,Attack,DoS
0,target_validation,9081,108757,1,Attack,DoS
1,target_train,19990,60140,0,Normal,Normal
1,target_train,8779,55587,1,Attack,DoS
1,target_train,4734,85430,0,Normal,Normal
0,target_validation,1341,4221,1,Attack,Probe
0,target_validation,7916,121535,1,Attack,DoS
1,target_train,48684,68141,1,Attack,DoS
1,target_train,75300,58201,1,Attack,DoS
1,target_train,16206,120131,1,Attack,DoS
1,target_train,82278,111195,0,Normal,Normal
1,target_train,25805,114948,0,Normal,Normal
1,target_train,21038,95588,1,Attack,Probe
0,target_validation,6276,34783,0,Normal,Normal
0,target_validation,8425,37645,0,Normal,Normal
0,target_validation,1467,101598,0,Normal,Normal
1,target_train,69443,109202,1,Attack,DoS
0,target_validation,186,123884,0,Normal,Normal
0,target_validation,290,2891,0,Normal,Normal
0,target_validation,11226,29381,0,Normal,Normal
0,target_validation,4067,82126,1,Attack,DoS
1,target_train,57801,100753,0,Normal,Normal
1,target_train,48693,62265,1,Attack,DoS
1,target_train,37882,67385,1,Attack,Probe
1,target_train,82678,27628,1,Attack,Probe
1,target_train,12289,117853,0,Normal,Normal
1,target_train,85578,2162,1,Attack,Probe
1,target_train,74703,105520,1,Attack,DoS
0,target_validation,4819,97749,1,Attack,DoS
0,target_validation,1414,55292,0,Normal,Normal
1,target_train,55306,45733,1,Attack,Probe
0,target_validation,2786,53548,0,Normal,Normal
0,target_validation,4639,92533,0,Normal,Normal
0,target_validation,10151,90851,0,Normal,Normal
1,target_train,80449,106140,1,Attack,DoS
1,target_train,68953,24805,0,Normal,Normal
0,target_validation,2595,49382,1,Attack,Probe
1,target_train,44978,13633,1,Attack,DoS
1,target_train,16470,33265,1,Attack,DoS
1,target_train,34049,53747,0,Normal,Normal
1,target_train,51205,28676,1,Attack,DoS
1,target_train,19838,40337,1,Attack,DoS
0,target_validation,8731,36670,0,Normal,Normal
1,target_train,61517,6515,1,Attack,DoS
1,target_train,22086,97005,0,Normal,Normal
0,target_validation,5944,45167,1,Attack,DoS
1,target_train,20737,67613,1,Attack,DoS
0,target_validation,11732,10886,1,Attack,DoS
1,target_train,66647,84350,0,Normal,Normal
1,target_train,4374,13157,1,Attack,DoS
1,target_train,59181,89987,0,Normal,Normal
0,target_validation,12124,78210,1,Attack,DoS
1,target_train,55716,2323,0,Normal,Normal
0,target_validation,11843,106749,0,Normal,Normal
1,target_train,72305,19690,1,Attack,DoS
0,target_validation,2200,110380,0,Normal,Normal
0,target_validation,3807,27825,1,Attack,DoS
1,target_train,51691,113989,0,Normal,Normal
0,target_validation,11094,57672,1,Attack,Probe
0,target_validation,11699,104912,1,Attack,DoS
0,target_validation,5715,65958,1,Attack,DoS
0,target_validation,4690,47233,0,Normal,Normal
0,target_validation,10462,19909,1,Attack,DoS
0,target_validation,2462,80025,0,Normal,Normal
1,target_train,75361,39828,0,Normal,Normal
1,target_train,464,48050,1,Attack,Probe
1,target_train,80358,17926,0,Normal,Normal
0,target_validation,12376,72002,0,Normal,Normal
1,target_train,57741,1883,0,Normal,Normal
1,target_train,26751,31041,1,Attack,DoS
0,target_validation,336,124808,0,Normal,Normal
1,target_train,47088,29097,0,Normal,Normal
1,target_train,42404,113741,0,Normal,Normal
1,target_train,86048,46814,0,Normal,Normal
1,target_train,14512,64306,1,Attack,DoS
0,target_validation,3997,17188,1,Attack,DoS
0,target_validation,8787,93261,1,Attack,DoS
1,target_train,36320,17050,1,Attack,DoS
1,target_train,25208,94171,0,Normal,Normal
1,target_train,59756,26136,0,Normal,Normal
1,target_train,64264,2885,0,Normal,Normal
1,target_train,62890,53802,1,Attack,Probe
0,target_validation,7858,24244,0,Normal,Normal
0,target_validation,6038,43208,1,Attack,DoS
1,target_train,59448,115940,1,Attack,DoS
1,target_train,27644,99799,0,Normal,Normal
1,target_train,69412,23902,1,Attack,DoS
0,target_validation,9845,53107,0,Normal,Normal
0,target_validation,6557,72997,0,Normal,Normal
0,target_validation,2303,68974,0,Normal,Normal
0,target_validation,12352,28132,0,Normal,Normal
1,target_train,27815,124156,1,Attack,DoS
1,target_train,16250,32149,1,Attack,Probe
0,target_validation,2349,85984,1,Attack,Probe
1,target_train,20252,10653,0,Normal,Normal
1,target_train,69398,15669,1,Attack,DoS
1,target_train,57086,71324,1,Attack,DoS
1,target_train,78298,46658,1,Attack,DoS
0,target_validation,3020,25865,1,Attack,DoS
0,target_validation,2022,50920,1,Attack,Probe
1,target_train,29887,52070,0,Normal,Normal
1,target_train,58668,49175,0,Normal,Normal
0,target_validation,2188,8589,0,Normal,Normal
1,target_train,22646,98838,1,Attack,Probe
0,target_validation,2655,47824,0,Normal,Normal
1,target_train,56406,51262,0,Normal,Normal
0,target_validation,9780,69796,0,Normal,Normal
1,target_train,59726,19137,1,Attack,DoS
1,target_train,74892,10699,1,Attack,DoS
1,target_train,19584,84265,1,Attack,DoS
0,target_validation,1878,51240,1,Attack,DoS
0,target_validation,11648,48365,1,Attack,DoS
0,target_validation,79,125229,0,Normal,Normal
0,target_validation,5122,71005,1,Attack,Probe
1,target_train,26376,35350,0,Normal,Normal
1,target_train,24264,103146,0,Normal,Normal
1,target_train,4930,25883,0,Normal,Normal
1,target_train,14290,2819,1,Attack,Probe
1,target_train,83459,111149,0,Normal,Normal
1,target_train,65578,32769,0,Normal,Normal
1,target_train,68183,23534,0,Normal,Normal
0,target_validation,5193,3538,1,Attack,Probe
1,target_train,84315,47733,0,Normal,Normal
0,target_validation,362,116784,0,Normal,Normal
1,target_train,45907,119090,1,Attack,Probe
1,target_train,11375,110979,1,Attack,DoS
1,target_train,42524,18046,1,Attack,Probe
0,target_validation,12185,70684,0,Normal,Normal
1,target_train,59490,42987,0,Normal,Normal
1,target_train,10836,77048,1,Attack,DoS
1,target_train,1682,19509,0,Normal,Normal
0,target_validation,8554,89273,0,Normal,Normal
0,target_validation,5644,48690,0,Normal,Normal
0,target_validation,5794,69799,0,Normal,Normal
1,target_train,85101,13122,0,Normal,Normal
0,target_validation,11532,7300,0,Normal,Normal
0,target_validation,12367,10722,1,Attack,DoS
1,target_train,72903,89663,1,Attack,DoS
1,target_train,30307,584,0,Normal,Normal
0,target_validation,11367,105665,0,Normal,Normal
1,target_train,35573,6382,0,Normal,Normal
1,target_train,67016,92671,1,Attack,DoS
0,target_validation,6330,15064,0,Normal,Normal
0,target_validation,2239,31798,0,Normal,Normal
0,target_validation,7276,121800,0,Normal,Normal
1,target_train,49398,78927,1,Attack,DoS
1,target_train,34143,6299,0,Normal,Normal
0,target_validation,6886,63323,1,Attack,DoS
1,target_train,49000,80382,0,Normal,Normal
1,target_train,23832,78586,1,Attack,DoS
1,target_train,77183,39111,1,Attack,DoS
1,target_train,31457,64925,0,Normal,Normal
1,target_train,54113,20412,1,Attack,DoS
1,target_train,37014,65960,0,Normal,Normal
1,target_train,80078,98098,0,Normal,Normal
1,target_train,34093,125627,1,Attack,Probe
0,target_validation,3684,70720,0,Normal,Normal
0,target_validation,1645,58262,0,Normal,Normal
0,target_validation,1842,41192,1,Attack,DoS
1,target_train,73508,89111,1,Attack,Probe
1,target_train,22967,49331,1,Attack,Probe
0,target_validation,11526,53061,1,Attack,DoS
0,target_validation,11683,51345,0,Normal,Normal
1,target_train,58224,99673,0,Normal,Normal
0,target_validation,1157,46844,0,Normal,Normal
0,target_validation,10243,42576,1,Attack,DoS
1,target_train,34333,109148,1,Attack,DoS
0,target_validation,9107,8740,0,Normal,Normal
1,target_train,78766,89869,1,Attack,DoS
0,target_validation,1973,39934,1,Attack,DoS
1,target_train,40192,7206,0,Normal,Normal
1,target_train,54518,60910,1,Attack,DoS
1,target_train,21958,12604,1,Attack,DoS
0,target_validation,9573,95566,1,Attack,Probe
1,target_train,46490,37292,0,Normal,Normal
1,target_train,76590,35450,1,Attack,DoS
1,target_train,85086,74182,0,Normal,Normal
0,target_validation,3753,60930,1,Attack,DoS
1,target_train,86862,4476,1,Attack,DoS
0,target_validation,9605,123072,0,Normal,Normal
0,target_validation,867,11985,0,Normal,Normal
1,target_train,72846,18823,1,Attack,DoS
1,target_train,32341,58171,0,Normal,Normal
0,target_validation,4039,41151,0,Normal,Normal
1,target_train,29385,37298,0,Normal,Normal
0,target_validation,5568,83237,0,Normal,Normal
1,target_train,85332,55962,1,Attack,Probe
1,target_train,87181,11597,0,Normal,Normal
1,target_train,44532,8862,0,Normal,Normal
0,target_validation,2162,72751,0,Normal,Normal
1,target_train,27366,32578,1,Attack,Probe
1,target_train,39028,95603,0,Normal,Normal
0,target_validation,8124,121793,1,Attack,DoS
1,target_train,23787,45477,1,Attack,DoS
0,target_validation,4682,38663,1,Attack,DoS
1,target_train,83764,13065,0,Normal,Normal
1,target_train,46770,29940,0,Normal,Normal
1,target_train,37102,41901,1,Attack,Probe
0,target_validation,6207,2305,1,Attack,DoS
1,target_train,46254,81105,0,Normal,Normal
1,target_train,36338,121416,0,Normal,Normal
0,target_validation,11632,104980,0,Normal,Normal
0,target_validation,6385,37145,0,Normal,Normal
1,target_train,30039,119488,0,Normal,Normal
0,target_validation,5609,100942,1,Attack,DoS
1,target_train,43912,119351,1,Attack,DoS
1,target_train,46750,83432,0,Normal,Normal
0,target_validation,1463,70806,0,Normal,Normal
0,target_validation,9733,13641,0,Normal,Normal
1,target_train,79668,97800,0,Normal,Normal
1,target_train,84115,106378,1,Attack,Rare
0,target_validation,2384,76086,1,Attack,DoS
0,target_validation,2733,58965,0,Normal,Normal
0,target_validation,12568,73632,1,Attack,Rare
0,target_validation,6888,95120,1,Attack,Probe
1,target_train,16270,71492,1,Attack,DoS
1,target_train,36738,278,0,Normal,Normal
1,target_train,69268,13682,0,Normal,Normal
1,target_train,26955,8865,1,Attack,DoS
0,target_validation,10305,34827,0,Normal,Normal
0,target_validation,7958,119917,0,Normal,Normal
1,target_train,86767,6952,0,Normal,Normal
1,target_train,19821,102237,0,Normal,Normal
1,target_train,13926,34194,0,Normal,Normal
0,target_validation,1379,72357,1,Attack,DoS
0,target_validation,180,117241,1,Attack,DoS
1,target_train,62675,62168,0,Normal,Normal
0,target_validation,10001,99384,1,Attack,Rare
0,target_validation,3099,20866,1,Attack,DoS
1,target_train,70409,24214,1,Attack,DoS
0,target_validation,3160,29197,0,Normal,Normal
0,target_validation,6494,118927,0,Normal,Normal
1,target_train,70821,665,1,Attack,DoS
1,target_train,28332,82337,1,Attack,DoS
1,target_train,40134,35739,0,Normal,Normal
1,target_train,47394,70525,0,Normal,Normal
0,target_validation,9390,114548,1,Attack,Probe
1,target_train,25703,93642,1,Attack,DoS
1,target_train,75341,96572,0,Normal,Normal
0,target_validation,10008,47116,1,Attack,DoS
0,target_validation,8440,120040,1,Attack,Probe
1,target_train,66312,76074,1,Attack,DoS
1,target_train,15753,65206,1,Attack,Probe
0,target_validation,3283,65010,1,Attack,Probe
0,target_validation,8453,4427,0,Normal,Normal
1,target_train,20486,47342,0,Normal,Normal
0,target_validation,4114,75340,0,Normal,Normal
1,target_train,30491,114060,1,Attack,DoS
0,target_validation,4106,44202,0,Normal,Normal
0,target_validation,2522,48005,1,Attack,DoS
1,target_train,24180,122932,1,Attack,Probe
1,target_train,82926,105977,1,Attack,DoS
1,target_train,30722,9493,0,Normal,Normal
1,target_train,87896,64463,1,Attack,DoS
1,target_train,39811,94286,1,Attack,DoS
1,target_train,82331,28627,0,Normal,Normal
0,target_validation,1545,73675,0,Normal,Normal
0,target_validation,8568,43539,1,Attack,DoS
1,target_train,4658,6626,1,Attack,DoS
0,target_validation,228,92149,0,Normal,Normal
1,target_train,73933,41199,0,Normal,Normal
0,target_validation,51,18425,1,Attack,Probe
0,target_validation,62,94131,1,Attack,DoS
0,target_validation,2139,104015,1,Attack,DoS
1,target_train,41715,105640,0,Normal,Normal
0,target_validation,7606,5534,0,Normal,Normal
0,target_validation,11937,67724,0,Normal,Normal
0,target_validation,9583,112781,1,Attack,DoS
1,target_train,71923,101207,1,Attack,DoS
1,target_train,68143,40244,1,Attack,DoS
1,target_train,34419,45519,1,Attack,DoS
0,target_validation,5476,118289,1,Attack,DoS
0,target_validation,3440,104633,0,Normal,Normal
0,target_validation,10481,8807,1,Attack,DoS
0,target_validation,11841,79798,0,Normal,Normal
1,target_train,67609,80424,1,Attack,Probe
1,target_train,80432,3381,1,Attack,Probe
1,target_train,16776,5698,0,Normal,Normal
0,target_validation,9912,10047,1,Attack,Rare
0,target_validation,819,99096,1,Attack,Probe
0,target_validation,3042,105054,0,Normal,Normal
0,target_validation,1937,101091,0,Normal,Normal
0,target_validation,2084,21052,1,Attack,DoS
0,target_validation,1107,18987,1,Attack,Probe
1,target_train,13316,66644,0,Normal,Normal
0,target_validation,11635,81378,0,Normal,Normal
1,target_train,11200,108537,0,Normal,Normal
1,target_train,61279,7005,1,Attack,DoS
1,target_train,63987,120100,0,Normal,Normal
0,target_validation,8308,64144,0,Normal,Normal
1,target_train,39839,39624,0,Normal,Normal
1,target_train,59316,49089,0,Normal,Normal
0,target_validation,12559,110005,1,Attack,Probe
1,target_train,17608,31171,1,Attack,Probe
0,target_validation,9073,114831,1,Attack,DoS
0,target_validation,10593,24198,1,Attack,DoS
0,target_validation,9471,55127,0,Normal,Normal
1,target_train,25273,16197,1,Attack,DoS
0,target_validation,3736,1361,1,Attack,DoS
1,target_train,41022,46688,1,Attack,DoS
0,target_validation,8863,95989,0,Normal,Normal
1,target_train,33132,99937,0,Normal,Normal
1,target_train,20681,41929,0,Normal,Normal
0,target_validation,3409,70110,0,Normal,Normal
0,target_validation,5442,23203,1,Attack,DoS
0,target_validation,11541,29736,0,Normal,Normal
1,target_train,650,48555,0,Normal,Normal
1,target_train,12535,17005,0,Normal,Normal
1,target_train,39505,12585,0,Normal,Normal
1,target_train,21500,113624,1,Attack,DoS
0,target_validation,9131,21051,0,Normal,Normal
1,target_train,87522,69869,0,Normal,Normal
0,target_validation,5102,41944,1,Attack,DoS
1,target_train,54895,95488,1,Attack,DoS
0,target_validation,9609,3566,0,Normal,Normal
0,target_validation,12348,66232,1,Attack,DoS
0,target_validation,1368,27367,0,Normal,Normal
0,target_validation,3974,111229,0,Normal,Normal
1,target_train,68426,101634,0,Normal,Normal
1,target_train,20610,118995,0,Normal,Normal
1,target_train,54983,3099,0,Normal,Normal
0,target_validation,7145,100454,0,Normal,Normal
1,target_train,48198,72124,1,Attack,DoS
0,target_validation,3315,68714,1,Attack,DoS
1,target_train,21382,106530,0,Normal,Normal
1,target_train,39673,88708,1,Attack,DoS
0,target_validation,3040,113492,0,Normal,Normal
0,target_validation,11950,120246,0,Normal,Normal
0,target_validation,11055,50365,1,Attack,DoS
0,target_validation,8892,102293,1,Attack,DoS
0,target_validation,7242,89810,1,Attack,DoS
0,target_validation,5267,117166,1,Attack,DoS
0,target_validation,3805,120234,1,Attack,DoS
0,target_validation,7485,7273,0,Normal,Normal
1,target_train,72324,114243,1,Attack,DoS
0,target_validation,8765,60455,0,Normal,Normal
1,target_train,7938,45802,0,Normal,Normal
0,target_validation,771,13074,1,Attack,DoS
0,target_validation,6563,73325,0,Normal,Normal
0,target_validation,6901,18655,0,Normal,Normal
0,target_validation,3726,90972,0,Normal,Normal
0,target_validation,5665,45861,0,Normal,Normal
0,target_validation,2214,49468,1,Attack,DoS
0,target_validation,3340,47799,0,Normal,Normal
1,target_train,9125,32872,1,Attack,DoS
1,target_train,17203,95020,0,Normal,Normal
0,target_validation,9705,58246,0,Normal,Normal
0,target_validation,5272,50750,1,Attack,Probe
0,target_validation,9519,104230,0,Normal,Normal
0,target_validation,11759,81621,1,Attack,DoS
1,target_train,18493,5336,1,Attack,DoS
1,target_train,13117,24516,1,Attack,Probe
1,target_train,60517,101840,1,Attack,Probe
0,target_validation,3869,53131,0,Normal,Normal
0,target_validation,6535,23360,0,Normal,Normal
0,target_validation,6119,70348,1,Attack,Probe
0,target_validation,11820,59725,1,Attack,DoS
0,target_validation,2338,3432,0,Normal,Normal
0,target_validation,8643,61046,1,Attack,DoS
0,target_validation,8488,55173,0,Normal,Normal
1,target_train,4699,59138,0,Normal,Normal
1,target_train,48462,36752,0,Normal,Normal
0,target_validation,2112,92641,0,Normal,Normal
1,target_train,7319,41549,1,Attack,DoS
0,target_validation,5024,23387,0,Normal,Normal
1,target_train,77150,104876,0,Normal,Normal
1,target_train,28170,101125,1,Attack,Probe
0,target_validation,3399,11881,1,Attack,DoS
1,target_train,76737,75912,1,Attack,DoS
0,target_validation,1103,1258,1,Attack,DoS
1,target_train,18887,91663,1,Attack,DoS
1,target_train,423,108162,0,Normal,Normal
1,target_train,47371,40389,0,Normal,Normal
1,target_train,62298,12034,1,Attack,DoS
0,target_validation,2820,118035,0,Normal,Normal
0,target_validation,10149,50893,0,Normal,Normal
0,target_validation,6920,18001,1,Attack,DoS
0,target_validation,12434,83819,1,Attack,Probe
1,target_train,17984,4152,1,Attack,DoS
0,target_validation,74,92686,1,Attack,DoS
1,target_train,87356,5130,1,Attack,DoS
1,target_train,24010,17184,0,Normal,Normal
0,target_validation,6459,82894,1,Attack,Probe
0,target_validation,1259,70150,1,Attack,DoS
0,target_validation,12175,88847,0,Normal,Normal
1,target_train,81522,117749,1,Attack,Probe
1,target_train,54126,11401,1,Attack,DoS
0,target_validation,10976,122470,0,Normal,Normal
0,target_validation,8961,89953,1,Attack,DoS
1,target_train,48593,28265,1,Attack,DoS
0,target_validation,8433,24796,0,Normal,Normal
1,target_train,55292,67296,0,Normal,Normal
1,target_train,3505,67755,1,Attack,DoS
0,target_validation,6946,71468,0,Normal,Normal
0,target_validation,11455,10382,0,Normal,Normal
0,target_validation,2976,109758,1,Attack,DoS
1,target_train,1351,123578,1,Attack,DoS
1,target_train,78107,77971,1,Attack,DoS
1,target_train,13076,88985,0,Normal,Normal
1,target_train,64214,116864,0,Normal,Normal
0,target_validation,9462,39104,1,Attack,Probe
0,target_validation,8458,66266,1,Attack,DoS
0,target_validation,9724,94474,1,Attack,Probe
1,target_train,70234,42181,1,Attack,DoS
1,target_train,41134,79448,0,Normal,Normal
1,target_train,72918,23652,0,Normal,Normal
1,target_train,13621,39097,1,Attack,Probe
0,target_validation,6288,121143,0,Normal,Normal
1,target_train,73847,48954,0,Normal,Normal
0,target_validation,2406,69582,0,Normal,Normal
0,target_validation,5716,2008,0,Normal,Normal
1,target_train,62925,91279,0,Normal,Normal
1,target_train,18340,4370,0,Normal,Normal
0,target_validation,11115,61511,0,Normal,Normal
1,target_train,44994,34981,0,Normal,Normal
0,target_validation,8681,100618,1,Attack,DoS
1,target_train,15278,8139,1,Attack,Probe
1,target_train,26409,109549,0,Normal,Normal
1,target_train,47330,54632,1,Attack,DoS
1,target_train,43248,81044,0,Normal,Normal
1,target_train,74207,123619,0,Normal,Normal
1,target_train,41607,34780,0,Normal,Normal
0,target_validation,7078,82743,0,Normal,Normal
1,target_train,16531,77040,1,Attack,DoS
0,target_validation,6645,16265,1,Attack,DoS
1,target_train,73475,105474,0,Normal,Normal
0,target_validation,11930,45754,1,Attack,DoS
1,target_train,79558,86721,1,Attack,DoS
0,target_validation,2964,79900,1,Attack,DoS
0,target_validation,9109,47659,1,Attack,Probe
1,target_train,27574,70831,0,Normal,Normal
0,target_validation,12428,39602,1,Attack,DoS
0,target_validation,1869,88669,0,Normal,Normal
1,target_train,51600,33284,1,Attack,DoS
0,target_validation,11620,25676,0,Normal,Normal
1,target_train,59846,64180,0,Normal,Normal
0,target_validation,2654,108932,1,Attack,DoS
0,target_validation,4276,117947,1,Attack,DoS
1,target_train,19571,124054,1,Attack,DoS
0,target_validation,2895,39241,1,Attack,DoS
0,target_validation,5192,97589,0,Normal,Normal
1,target_train,59913,65323,1,Attack,DoS
1,target_train,46067,85842,0,Normal,Normal
1,target_train,63799,32363,0,Normal,Normal
0,target_validation,9597,92298,0,Normal,Normal
1,target_train,12083,88274,0,Normal,Normal
1,target_train,37707,63342,0,Normal,Normal
0,target_validation,11551,34892,0,Normal,Normal
0,target_validation,7918,39764,1,Attack,DoS
1,target_train,11480,111471,0,Normal,Normal
0,target_validation,3456,55156,1,Attack,DoS
1,target_train,85163,107782,1,Attack,DoS
0,target_validation,4964,79775,0,Normal,Normal
0,target_validation,7344,114257,1,Attack,Probe
1,target_train,83510,90593,0,Normal,Normal
1,target_train,49290,41803,0,Normal,Normal
1,target_train,13885,75118,0,Normal,Normal
1,target_train,40342,121492,0,Normal,Normal
0,target_validation,6226,48533,0,Normal,Normal
1,target_train,8804,70302,0,Normal,Normal
0,target_validation,1838,24287,1,Attack,DoS
1,target_train,32102,94471,0,Normal,Normal
1,target_train,5295,39032,0,Normal,Normal
0,target_validation,2094,74544,1,Attack,DoS
1,target_train,39676,106181,0,Normal,Normal
0,target_validation,5308,35513,0,Normal,Normal
1,target_train,44886,30469,1,Attack,DoS
0,target_validation,10298,97451,0,Normal,Normal
0,target_validation,7123,9475,0,Normal,Normal
0,target_validation,5784,31305,0,Normal,Normal
1,target_train,85521,29746,0,Normal,Normal
1,target_train,67583,13496,0,Normal,Normal
1,target_train,69458,76685,0,Normal,Normal
1,target_train,37144,7499,0,Normal,Normal
1,target_train,66517,40262,1,Attack,DoS
0,target_validation,178,94338,0,Normal,Normal
0,target_validation,11600,55508,0,Normal,Normal
0,target_validation,9935,91895,0,Normal,Normal
1,target_train,21262,116139,1,Attack,DoS
1,target_train,28392,87237,0,Normal,Normal
0,target_validation,998,89094,0,Normal,Normal
1,target_train,28845,57939,0,Normal,Normal
1,target_train,56192,12380,1,Attack,DoS
0,target_validation,11003,28288,0,Normal,Normal
1,target_train,64637,12876,0,Normal,Normal
1,target_train,60674,14905,0,Normal,Normal
1,target_train,395,111610,0,Normal,Normal
1,target_train,39720,68674,0,Normal,Normal
1,target_train,74363,57928,1,Attack,Probe
1,target_train,29179,21078,0,Normal,Normal
0,target_validation,8801,107423,1,Attack,DoS
0,target_validation,9094,7321,0,Normal,Normal
0,target_validation,11112,93981,1,Attack,DoS
1,target_train,260,46210,1,Attack,DoS
0,target_validation,6524,87565,1,Attack,Probe
1,target_train,43478,51293,0,Normal,Normal
0,target_validation,11868,53965,0,Normal,Normal
0,target_validation,2305,42198,0,Normal,Normal
1,target_train,27783,47058,0,Normal,Normal
0,target_validation,4108,103125,1,Attack,DoS
0,target_validation,2046,108066,0,Normal,Normal
1,target_train,70252,121933,0,Normal,Normal
1,target_train,31739,82090,1,Attack,DoS
1,target_train,14745,58333,1,Attack,Probe
1,target_train,78217,47222,0,Normal,Normal
1,target_train,32108,45641,0,Normal,Normal
1,target_train,36771,119068,0,Normal,Normal
0,target_validation,10232,23991,0,Normal,Normal
1,target_train,41271,1326,1,Attack,Probe
1,target_train,41324,38307,0,Normal,Normal
1,target_train,41959,13609,1,Attack,DoS
0,target_validation,482,39888,1,Attack,Probe
0,target_validation,7205,84275,1,Attack,Probe
0,target_validation,1551,2049,0,Normal,Normal
1,target_train,42488,111886,0,Normal,Normal
1,target_train,76865,14942,1,Attack,DoS
1,target_train,52585,37293,1,Attack,Probe
0,target_validation,8789,39909,0,Normal,Normal
0,target_validation,2417,87298,0,Normal,Normal
1,target_train,83015,15607,1,Attack,DoS
0,target_validation,3184,28121,1,Attack,DoS
1,target_train,31694,17905,0,Normal,Normal
0,target_validation,6670,3729,0,Normal,Normal
0,target_validation,3859,103462,1,Attack,DoS
1,target_train,60603,10627,0,Normal,Normal
1,target_train,75080,53204,1,Attack,Probe
0,target_validation,744,16967,0,Normal,Normal
0,target_validation,5222,109130,0,Normal,Normal
1,target_train,40306,16559,0,Normal,Normal
0,target_validation,9308,117559,0,Normal,Normal
0,target_validation,2849,15668,0,Normal,Normal
0,target_validation,9372,100543,0,Normal,Normal
1,target_train,9821,42328,0,Normal,Normal
1,target_train,13610,46445,1,Attack,DoS
1,target_train,72731,97098,0,Normal,Normal
0,target_validation,7670,74217,0,Normal,Normal
0,target_validation,411,26817,0,Normal,Normal
1,target_train,40737,121280,1,Attack,DoS
0,target_validation,7938,123808,1,Attack,Rare
1,target_train,25304,118564,0,Normal,Normal
